index,Country,Home,Away,Time,League,Season,Result,DT,Away_points,Home_points,Winner
3811,England,Tottenham,Birmingham,29.08. 14:00,Premier League,2009/2010,2-1,2009-08-29 14:00:00,1,2,home
3812,England,Wolves,Hull,29.08. 14:00,Premier League,2009/2010,1-1,2009-08-29 14:00:00,1,1,draw
3813,England,Chelsea,Burnley,29.08. 11:45,Premier League,2009/2010,3-0,2009-08-29 11:45:00,0,3,home
3814,England,Liverpool,Aston Villa,24.08. 19:00,Premier League,2009/2010,1-3,2009-08-24 19:00:00,3,1,away
3815,England,Fulham,Chelsea,23.08. 15:00,Premier League,2009/2010,0-2,2009-08-23 15:00:00,2,0,away
3816,England,Burnley,Everton,23.08. 14:00,Premier League,2009/2010,1-0,2009-08-23 14:00:00,0,1,home
3817,England,West Ham,Tottenham,23.08. 12:30,Premier League,2009/2010,1-2,2009-08-23 12:30:00,2,1,away
3818,England,Arsenal,Portsmouth,22.08. 14:00,Premier League,2009/2010,4-1,2009-08-22 14:00:00,1,4,home
3819,England,Birmingham,Stoke,22.08. 14:00,Premier League,2009/2010,0-0,2009-08-22 14:00:00,0,0,draw
3820,England,Hull,Bolton,22.08. 14:00,Premier League,2009/2010,1-0,2009-08-22 14:00:00,0,1,home
3821,England,Manchester City,Wolves,22.08. 14:00,Premier League,2009/2010,1-0,2009-08-22 14:00:00,0,1,home
3822,England,Sunderland,Blackburn,22.08. 14:00,Premier League,2009/2010,2-1,2009-08-22 14:00:00,1,2,home
3823,England,Wigan,Manchester Utd,22.08. 14:00,Premier League,2009/2010,0-5,2009-08-22 14:00:00,5,0,away
3824,England,Liverpool,Stoke,19.08. 19:00,Premier League,2009/2010,4-0,2009-08-19 19:00:00,0,4,home
3825,England,Birmingham,Portsmouth,19.08. 18:45,Premier League,2009/2010,1-0,2009-08-19 18:45:00,0,1,home
3826,England,Burnley,Manchester Utd,19.08. 18:45,Premier League,2009/2010,1-0,2009-08-19 18:45:00,0,1,home
3827,England,Hull,Tottenham,19.08. 18:45,Premier League,2009/2010,1-5,2009-08-19 18:45:00,5,1,away
3828,England,Sunderland,Chelsea,18.08. 18:45,Premier League,2009/2010,1-3,2009-08-18 18:45:00,3,1,away
3829,England,Wigan,Wolves,18.08. 18:45,Premier League,2009/2010,0-1,2009-08-18 18:45:00,1,0,away
3830,England,Tottenham,Liverpool,16.08. 15:00,Premier League,2009/2010,2-1,2009-08-16 15:00:00,1,2,home
3831,England,Manchester Utd,Birmingham,16.08. 12:30,Premier League,2009/2010,1-0,2009-08-16 12:30:00,0,1,home
3832,England,Everton,Arsenal,15.08. 16:30,Premier League,2009/2010,1-6,2009-08-15 16:30:00,6,1,away
3833,England,Aston Villa,Wigan,15.08. 14:00,Premier League,2009/2010,0-2,2009-08-15 14:00:00,2,0,away
3834,England,Blackburn,Manchester City,15.08. 14:00,Premier League,2009/2010,0-2,2009-08-15 14:00:00,2,0,away
3835,England,Bolton,Sunderland,15.08. 14:00,Premier League,2009/2010,0-1,2009-08-15 14:00:00,1,0,away
3836,England,Portsmouth,Fulham,15.08. 14:00,Premier League,2009/2010,0-1,2009-08-15 14:00:00,1,0,away
3837,England,Stoke,Burnley,15.08. 14:00,Premier League,2009/2010,2-0,2009-08-15 14:00:00,0,2,home
3838,England,Wolves,West Ham,15.08. 14:00,Premier League,2009/2010,0-2,2009-08-15 14:00:00,2,0,away
3839,England,Chelsea,Hull,15.08. 11:45,Premier League,2009/2010,2-1,2009-08-15 11:45:00,1,2,home
3840,England,Aston Villa,Liverpool,22.05. 15:00,Premier League,2010/2011,1-0,2011-05-22 15:00:00,0,1,home
3841,England,Bolton,Manchester City,22.05. 15:00,Premier League,2010/2011,0-2,2011-05-22 15:00:00,2,0,away
3842,England,Everton,Chelsea,22.05. 15:00,Premier League,2010/2011,1-0,2011-05-22 15:00:00,0,1,home
3843,England,Fulham,Arsenal,22.05. 15:00,Premier League,2010/2011,2-2,2011-05-22 15:00:00,2,2,draw
3844,England,Manchester Utd,Blackpool,22.05. 15:00,Premier League,2010/2011,4-2,2011-05-22 15:00:00,2,4,home
3845,England,Newcastle,West Brom,22.05. 15:00,Premier League,2010/2011,3-3,2011-05-22 15:00:00,3,3,draw
3846,England,Stoke,Wigan,22.05. 15:00,Premier League,2010/2011,0-1,2011-05-22 15:00:00,1,0,away
3847,England,Tottenham,Birmingham,22.05. 15:00,Premier League,2010/2011,2-1,2011-05-22 15:00:00,1,2,home
3848,England,West Ham,Sunderland,22.05. 15:00,Premier League,2010/2011,0-3,2011-05-22 15:00:00,3,0,away
3849,England,Wolves,Blackburn,22.05. 15:00,Premier League,2010/2011,2-3,2011-05-22 15:00:00,3,2,away
3850,England,Manchester City,Stoke,17.05. 18:45,Premier League,2010/2011,3-0,2011-05-17 18:45:00,0,3,home
3851,England,Arsenal,Aston Villa,15.05. 15:00,Premier League,2010/2011,1-2,2011-05-15 15:00:00,2,1,away
3852,England,Birmingham,Fulham,15.05. 15:00,Premier League,2010/2011,0-2,2011-05-15 15:00:00,2,0,away
3853,England,Liverpool,Tottenham,15.05. 15:00,Premier League,2010/2011,0-2,2011-05-15 15:00:00,2,0,away
3854,England,Wigan,West Ham,15.05. 15:00,Premier League,2010/2011,3-2,2011-05-15 15:00:00,2,3,home
3855,England,Chelsea,Newcastle,15.05. 12:30,Premier League,2010/2011,2-2,2011-05-15 12:30:00,2,2,draw
3856,England,Blackburn,Manchester Utd,14.05. 11:45,Premier League,2010/2011,1-1,2011-05-14 11:45:00,1,1,draw
3857,England,Blackpool,Bolton,14.05. 11:45,Premier League,2010/2011,4-3,2011-05-14 11:45:00,3,4,home
3858,England,Sunderland,Wolves,14.05. 11:45,Premier League,2010/2011,1-3,2011-05-14 11:45:00,3,1,away
3859,England,West Brom,Everton,14.05. 11:45,Premier League,2010/2011,1-0,2011-05-14 11:45:00,0,1,home
3860,England,Manchester City,Tottenham,10.05. 18:45,Premier League,2010/2011,1-0,2011-05-10 18:45:00,0,1,home
3861,England,Fulham,Liverpool,09.05. 19:00,Premier League,2010/2011,2-5,2011-05-09 19:00:00,5,2,away
3862,England,Manchester Utd,Chelsea,08.05. 15:10,Premier League,2010/2011,2-1,2011-05-08 15:10:00,1,2,home
3863,England,Stoke,Arsenal,08.05. 13:05,Premier League,2010/2011,3-1,2011-05-08 13:05:00,1,3,home
3864,England,Wolves,West Brom,08.05. 11:00,Premier League,2010/2011,3-1,2011-05-08 11:00:00,1,3,home
3865,England,Tottenham,Blackpool,07.05. 16:30,Premier League,2010/2011,1-1,2011-05-07 16:30:00,1,1,draw
3866,England,Aston Villa,Wigan,07.05. 14:00,Premier League,2010/2011,1-1,2011-05-07 14:00:00,1,1,draw
3867,England,Bolton,Sunderland,07.05. 14:00,Premier League,2010/2011,1-2,2011-05-07 14:00:00,2,1,away
3868,England,Everton,Manchester City,07.05. 14:00,Premier League,2010/2011,2-1,2011-05-07 14:00:00,1,2,home
3869,England,Newcastle,Birmingham,07.05. 14:00,Premier League,2010/2011,2-1,2011-05-07 14:00:00,1,2,home
3870,England,West Ham,Blackburn,07.05. 14:00,Premier League,2010/2011,1-1,2011-05-07 14:00:00,1,1,draw
3871,England,Manchester City,West Ham,01.05. 15:10,Premier League,2010/2011,2-1,2011-05-01 15:10:00,1,2,home
3872,England,Arsenal,Manchester Utd,01.05. 13:05,Premier League,2010/2011,1-0,2011-05-01 13:05:00,0,1,home
3873,England,Birmingham,Wolves,01.05. 11:00,Premier League,2010/2011,1-1,2011-05-01 11:00:00,1,1,draw
3874,England,Liverpool,Newcastle,01.05. 11:00,Premier League,2010/2011,3-0,2011-05-01 11:00:00,0,3,home
3875,England,Chelsea,Tottenham,30.04. 16:30,Premier League,2010/2011,2-1,2011-04-30 16:30:00,1,2,home
3876,England,Blackburn,Bolton,30.04. 14:00,Premier League,2010/2011,1-0,2011-04-30 14:00:00,0,1,home
3877,England,Blackpool,Stoke,30.04. 14:00,Premier League,2010/2011,0-0,2011-04-30 14:00:00,0,0,draw
3878,England,Sunderland,Fulham,30.04. 14:00,Premier League,2010/2011,0-3,2011-04-30 14:00:00,3,0,away
3879,England,West Brom,Aston Villa,30.04. 14:00,Premier League,2010/2011,2-1,2011-04-30 14:00:00,1,2,home
3880,England,Wigan,Everton,30.04. 14:00,Premier League,2010/2011,1-1,2011-04-30 14:00:00,1,1,draw
3881,England,Fulham,Bolton,27.04. 19:00,Premier League,2010/2011,3-0,2011-04-27 19:00:00,0,3,home
3882,England,Stoke,Wolves,26.04. 18:45,Premier League,2010/2011,3-0,2011-04-26 18:45:00,0,3,home
3883,England,Blackburn,Manchester City,25.04. 19:00,Premier League,2010/2011,0-1,2011-04-25 19:00:00,1,0,away
3884,England,Bolton,Arsenal,24.04. 15:00,Premier League,2010/2011,2-1,2011-04-24 15:00:00,1,2,home
3885,England,Chelsea,West Ham,23.04. 16:30,Premier League,2010/2011,3-0,2011-04-23 16:30:00,0,3,home
3886,England,Aston Villa,Stoke,23.04. 14:00,Premier League,2010/2011,1-1,2011-04-23 14:00:00,1,1,draw
3887,England,Blackpool,Newcastle,23.04. 14:00,Premier League,2010/2011,1-1,2011-04-23 14:00:00,1,1,draw
3888,England,Liverpool,Birmingham,23.04. 14:00,Premier League,2010/2011,5-0,2011-04-23 14:00:00,0,5,home
3889,England,Sunderland,Wigan,23.04. 14:00,Premier League,2010/2011,4-2,2011-04-23 14:00:00,2,4,home
3890,England,Tottenham,West Brom,23.04. 14:00,Premier League,2010/2011,2-2,2011-04-23 14:00:00,2,2,draw
3891,England,Wolves,Fulham,23.04. 14:00,Premier League,2010/2011,1-1,2011-04-23 14:00:00,1,1,draw
3892,England,Manchester Utd,Everton,23.04. 11:45,Premier League,2010/2011,1-0,2011-04-23 11:45:00,0,1,home
3893,England,Chelsea,Birmingham,20.04. 18:45,Premier League,2010/2011,3-1,2011-04-20 18:45:00,1,3,home
3894,England,Tottenham,Arsenal,20.04. 18:45,Premier League,2010/2011,3-3,2011-04-20 18:45:00,3,3,draw
3895,England,Newcastle,Manchester Utd,19.04. 18:45,Premier League,2010/2011,0-0,2011-04-19 18:45:00,0,0,draw
3896,England,Arsenal,Liverpool,17.04. 15:00,Premier League,2010/2011,1-1,2011-04-17 15:00:00,1,1,draw
3897,England,Birmingham,Sunderland,16.04. 14:00,Premier League,2010/2011,2-0,2011-04-16 14:00:00,0,2,home
3898,England,Blackpool,Wigan,16.04. 14:00,Premier League,2010/2011,1-3,2011-04-16 14:00:00,3,1,away
3899,England,Everton,Blackburn,16.04. 14:00,Premier League,2010/2011,2-0,2011-04-16 14:00:00,0,2,home
3900,England,West Brom,Chelsea,16.04. 14:00,Premier League,2010/2011,1-3,2011-04-16 14:00:00,3,1,away
3901,England,West Ham,Aston Villa,16.04. 14:00,Premier League,2010/2011,1-2,2011-04-16 14:00:00,2,1,away
3902,England,Liverpool,Manchester City,11.04. 19:00,Premier League,2010/2011,3-0,2011-04-11 19:00:00,0,3,home
3903,England,Aston Villa,Newcastle,10.04. 15:00,Premier League,2010/2011,1-0,2011-04-10 15:00:00,0,1,home
3904,England,Blackpool,Arsenal,10.04. 12:30,Premier League,2010/2011,1-3,2011-04-10 12:30:00,3,1,away
3905,England,Blackburn,Birmingham,09.04. 14:00,Premier League,2010/2011,1-1,2011-04-09 14:00:00,1,1,draw
3906,England,Bolton,West Ham,09.04. 14:00,Premier League,2010/2011,3-0,2011-04-09 14:00:00,0,3,home
3907,England,Chelsea,Wigan,09.04. 14:00,Premier League,2010/2011,1-0,2011-04-09 14:00:00,0,1,home
3908,England,Manchester Utd,Fulham,09.04. 14:00,Premier League,2010/2011,2-0,2011-04-09 14:00:00,0,2,home
3909,England,Sunderland,West Brom,09.04. 14:00,Premier League,2010/2011,2-3,2011-04-09 14:00:00,3,2,away
3910,England,Tottenham,Stoke,09.04. 14:00,Premier League,2010/2011,3-2,2011-04-09 14:00:00,2,3,home
3911,England,Wolves,Everton,09.04. 11:45,Premier League,2010/2011,0-3,2011-04-09 11:45:00,3,0,away
3912,England,Manchester City,Sunderland,03.04. 15:00,Premier League,2010/2011,5-0,2011-04-03 15:00:00,0,5,home
3913,England,Fulham,Blackpool,03.04. 12:30,Premier League,2010/2011,3-0,2011-04-03 12:30:00,0,3,home
3914,England,Arsenal,Blackburn,02.04. 16:30,Premier League,2010/2011,0-0,2011-04-02 16:30:00,0,0,draw
3915,England,Birmingham,Bolton,02.04. 14:00,Premier League,2010/2011,2-1,2011-04-02 14:00:00,1,2,home
3916,England,Everton,Aston Villa,02.04. 14:00,Premier League,2010/2011,2-2,2011-04-02 14:00:00,2,2,draw
3917,England,Newcastle,Wolves,02.04. 14:00,Premier League,2010/2011,4-1,2011-04-02 14:00:00,1,4,home
3918,England,Stoke,Chelsea,02.04. 14:00,Premier League,2010/2011,1-1,2011-04-02 14:00:00,1,1,draw
3919,England,West Brom,Liverpool,02.04. 14:00,Premier League,2010/2011,2-1,2011-04-02 14:00:00,1,2,home
3920,England,Wigan,Tottenham,02.04. 14:00,Premier League,2010/2011,0-0,2011-04-02 14:00:00,0,0,draw
3921,England,West Ham,Manchester Utd,02.04. 11:45,Premier League,2010/2011,2-4,2011-04-02 11:45:00,4,2,away
3922,England,Chelsea,Manchester City,20.03. 16:00,Premier League,2010/2011,2-0,2011-03-20 16:00:00,0,2,home
3923,England,Sunderland,Liverpool,20.03. 13:30,Premier League,2010/2011,0-2,2011-03-20 13:30:00,2,0,away
3924,England,Everton,Fulham,19.03. 17:30,Premier League,2010/2011,2-1,2011-03-19 17:30:00,1,2,home
3925,England,Aston Villa,Wolves,19.03. 15:00,Premier League,2010/2011,0-1,2011-03-19 15:00:00,1,0,away
3926,England,Blackburn,Blackpool,19.03. 15:00,Premier League,2010/2011,2-2,2011-03-19 15:00:00,2,2,draw
3927,England,Manchester Utd,Bolton,19.03. 15:00,Premier League,2010/2011,1-0,2011-03-19 15:00:00,0,1,home
3928,England,Stoke,Newcastle,19.03. 15:00,Premier League,2010/2011,4-0,2011-03-19 15:00:00,0,4,home
3929,England,West Brom,Arsenal,19.03. 15:00,Premier League,2010/2011,2-2,2011-03-19 15:00:00,2,2,draw
3930,England,Wigan,Birmingham,19.03. 15:00,Premier League,2010/2011,2-1,2011-03-19 15:00:00,1,2,home
3931,England,Tottenham,West Ham,19.03. 12:45,Premier League,2010/2011,0-0,2011-03-19 12:45:00,0,0,draw
3932,England,Everton,Birmingham,09.03. 20:00,Premier League,2010/2011,1-1,2011-03-09 20:00:00,1,1,draw
3933,England,Blackpool,Chelsea,07.03. 20:00,Premier League,2010/2011,1-3,2011-03-07 20:00:00,3,1,away
3934,England,Wolves,Tottenham,06.03. 16:00,Premier League,2010/2011,3-3,2011-03-06 16:00:00,3,3,draw
3935,England,Liverpool,Manchester Utd,06.03. 13:30,Premier League,2010/2011,3-1,2011-03-06 13:30:00,1,3,home
3936,England,Manchester City,Wigan,05.03. 17:30,Premier League,2010/2011,1-0,2011-03-05 17:30:00,0,1,home
3937,England,Arsenal,Sunderland,05.03. 15:00,Premier League,2010/2011,0-0,2011-03-05 15:00:00,0,0,draw
3938,England,Bolton,Aston Villa,05.03. 15:00,Premier League,2010/2011,3-2,2011-03-05 15:00:00,2,3,home
3939,England,Fulham,Blackburn,05.03. 15:00,Premier League,2010/2011,3-2,2011-03-05 15:00:00,2,3,home
3940,England,Newcastle,Everton,05.03. 15:00,Premier League,2010/2011,1-2,2011-03-05 15:00:00,2,1,away
3941,England,West Ham,Stoke,05.03. 15:00,Premier League,2010/2011,3-0,2011-03-05 15:00:00,0,3,home
3942,England,Birmingham,West Brom,05.03. 12:45,Premier League,2010/2011,1-3,2011-03-05 12:45:00,3,1,away
3943,England,Chelsea,Manchester Utd,01.03. 19:45,Premier League,2010/2011,2-1,2011-03-01 19:45:00,1,2,home
3944,England,Stoke,West Brom,28.02. 20:00,Premier League,2010/2011,1-1,2011-02-28 20:00:00,1,1,draw
3945,England,Manchester City,Fulham,27.02. 15:00,Premier League,2010/2011,1-1,2011-02-27 15:00:00,1,1,draw
3946,England,West Ham,Liverpool,27.02. 13:30,Premier League,2010/2011,3-1,2011-02-27 13:30:00,1,3,home
3947,England,Aston Villa,Blackburn,26.02. 15:00,Premier League,2010/2011,4-1,2011-02-26 15:00:00,1,4,home
3948,England,Everton,Sunderland,26.02. 15:00,Premier League,2010/2011,2-0,2011-02-26 15:00:00,0,2,home
3949,England,Newcastle,Bolton,26.02. 15:00,Premier League,2010/2011,1-1,2011-02-26 15:00:00,1,1,draw
3950,England,Wigan,Manchester Utd,26.02. 15:00,Premier League,2010/2011,0-4,2011-02-26 15:00:00,4,0,away
3951,England,Wolves,Blackpool,26.02. 15:00,Premier League,2010/2011,4-0,2011-02-26 15:00:00,0,4,home
3952,England,Arsenal,Stoke,23.02. 19:45,Premier League,2010/2011,1-0,2011-02-23 19:45:00,0,1,home
3953,England,Blackpool,Tottenham,22.02. 20:00,Premier League,2010/2011,3-1,2011-02-22 20:00:00,1,3,home
3954,England,West Brom,Wolves,20.02. 12:00,Premier League,2010/2011,1-1,2011-02-20 12:00:00,1,1,draw
3955,England,Birmingham,Newcastle,15.02. 19:45,Premier League,2010/2011,0-2,2011-02-15 19:45:00,2,0,away
3956,England,Fulham,Chelsea,14.02. 20:00,Premier League,2010/2011,0-0,2011-02-14 20:00:00,0,0,draw
3957,England,Bolton,Everton,13.02. 16:00,Premier League,2010/2011,2-0,2011-02-13 16:00:00,0,2,home
3958,England,Sunderland,Tottenham,12.02. 17:30,Premier League,2010/2011,1-2,2011-02-12 17:30:00,2,1,away
3959,England,Arsenal,Wolves,12.02. 15:00,Premier League,2010/2011,2-0,2011-02-12 15:00:00,0,2,home
3960,England,Birmingham,Stoke,12.02. 15:00,Premier League,2010/2011,1-0,2011-02-12 15:00:00,0,1,home
3961,England,Blackburn,Newcastle,12.02. 15:00,Premier League,2010/2011,0-0,2011-02-12 15:00:00,0,0,draw
3962,England,Blackpool,Aston Villa,12.02. 15:00,Premier League,2010/2011,1-1,2011-02-12 15:00:00,1,1,draw
3963,England,Liverpool,Wigan,12.02. 15:00,Premier League,2010/2011,1-1,2011-02-12 15:00:00,1,1,draw
3964,England,West Brom,West Ham,12.02. 15:00,Premier League,2010/2011,3-3,2011-02-12 15:00:00,3,3,draw
3965,England,Manchester Utd,Manchester City,12.02. 12:45,Premier League,2010/2011,2-1,2011-02-12 12:45:00,1,2,home
3966,England,Chelsea,Liverpool,06.02. 16:00,Premier League,2010/2011,0-1,2011-02-06 16:00:00,1,0,away
3967,England,West Ham,Birmingham,06.02. 13:30,Premier League,2010/2011,0-1,2011-02-06 13:30:00,1,0,away
3968,England,Wolves,Manchester Utd,05.02. 17:30,Premier League,2010/2011,2-1,2011-02-05 17:30:00,1,2,home
3969,England,Aston Villa,Fulham,05.02. 15:00,Premier League,2010/2011,2-2,2011-02-05 15:00:00,2,2,draw
3970,England,Everton,Blackpool,05.02. 15:00,Premier League,2010/2011,5-3,2011-02-05 15:00:00,3,5,home
3971,England,Manchester City,West Brom,05.02. 15:00,Premier League,2010/2011,3-0,2011-02-05 15:00:00,0,3,home
3972,England,Newcastle,Arsenal,05.02. 15:00,Premier League,2010/2011,4-4,2011-02-05 15:00:00,4,4,draw
3973,England,Tottenham,Bolton,05.02. 15:00,Premier League,2010/2011,2-1,2011-02-05 15:00:00,1,2,home
3974,England,Wigan,Blackburn,05.02. 15:00,Premier League,2010/2011,4-3,2011-02-05 15:00:00,3,4,home
3975,England,Stoke,Sunderland,05.02. 12:45,Premier League,2010/2011,3-2,2011-02-05 12:45:00,2,3,home
3976,England,Blackburn,Tottenham,02.02. 20:00,Premier League,2010/2011,0-1,2011-02-02 20:00:00,1,0,away
3977,England,Blackpool,West Ham,02.02. 20:00,Premier League,2010/2011,1-3,2011-02-02 20:00:00,3,1,away
3978,England,Bolton,Wolves,02.02. 20:00,Premier League,2010/2011,1-0,2011-02-02 20:00:00,0,1,home
3979,England,Fulham,Newcastle,02.02. 20:00,Premier League,2010/2011,1-0,2011-02-02 20:00:00,0,1,home
3980,England,Liverpool,Stoke,02.02. 20:00,Premier League,2010/2011,2-0,2011-02-02 20:00:00,0,2,home
3981,England,Birmingham,Manchester City,02.02. 19:45,Premier League,2010/2011,2-2,2011-02-02 19:45:00,2,2,draw
3982,England,Manchester Utd,Aston Villa,01.02. 20:00,Premier League,2010/2011,3-1,2011-02-01 20:00:00,1,3,home
3983,England,West Brom,Wigan,01.02. 20:00,Premier League,2010/2011,2-2,2011-02-01 20:00:00,2,2,draw
3984,England,Arsenal,Everton,01.02. 19:45,Premier League,2010/2011,2-1,2011-02-01 19:45:00,1,2,home
3985,England,Sunderland,Chelsea,01.02. 19:45,Premier League,2010/2011,2-4,2011-02-01 19:45:00,4,2,away
3986,England,Liverpool,Fulham,26.01. 20:00,Premier League,2010/2011,1-0,2011-01-26 20:00:00,0,1,home
3987,England,Wigan,Aston Villa,25.01. 19:45,Premier League,2010/2011,1-2,2011-01-25 19:45:00,2,1,away
3988,England,Blackpool,Manchester Utd,25.01. 19:30,Premier League,2010/2011,2-3,2011-01-25 19:30:00,3,2,away
3989,England,Bolton,Chelsea,24.01. 20:00,Premier League,2010/2011,0-4,2011-01-24 20:00:00,4,0,away
3990,England,Blackburn,West Brom,23.01. 16:00,Premier League,2010/2011,2-0,2011-01-23 16:00:00,0,2,home
3991,England,Aston Villa,Manchester City,22.01. 17:30,Premier League,2010/2011,1-0,2011-01-22 17:30:00,0,1,home
3992,England,Arsenal,Wigan,22.01. 15:00,Premier League,2010/2011,3-0,2011-01-22 15:00:00,0,3,home
3993,England,Blackpool,Sunderland,22.01. 15:00,Premier League,2010/2011,1-2,2011-01-22 15:00:00,2,1,away
3994,England,Everton,West Ham,22.01. 15:00,Premier League,2010/2011,2-2,2011-01-22 15:00:00,2,2,draw
3995,England,Fulham,Stoke,22.01. 15:00,Premier League,2010/2011,2-0,2011-01-22 15:00:00,0,2,home
3996,England,Manchester Utd,Birmingham,22.01. 15:00,Premier League,2010/2011,5-0,2011-01-22 15:00:00,0,5,home
3997,England,Newcastle,Tottenham,22.01. 15:00,Premier League,2010/2011,1-1,2011-01-22 15:00:00,1,1,draw
3998,England,Wolves,Liverpool,22.01. 12:45,Premier League,2010/2011,0-3,2011-01-22 12:45:00,3,0,away
3999,England,Tottenham,Manchester Utd,16.01. 16:10,Premier League,2010/2011,0-0,2011-01-16 16:10:00,0,0,draw
4000,England,Liverpool,Everton,16.01. 14:05,Premier League,2010/2011,2-2,2011-01-16 14:05:00,2,2,draw
4001,England,Birmingham,Aston Villa,16.01. 12:00,Premier League,2010/2011,1-1,2011-01-16 12:00:00,1,1,draw
4002,England,Sunderland,Newcastle,16.01. 12:00,Premier League,2010/2011,1-1,2011-01-16 12:00:00,1,1,draw
4003,England,West Ham,Arsenal,15.01. 17:30,Premier League,2010/2011,0-3,2011-01-15 17:30:00,3,0,away
4004,England,Chelsea,Blackburn,15.01. 15:00,Premier League,2010/2011,2-0,2011-01-15 15:00:00,0,2,home
4005,England,Manchester City,Wolves,15.01. 15:00,Premier League,2010/2011,4-3,2011-01-15 15:00:00,3,4,home
4006,England,Stoke,Bolton,15.01. 15:00,Premier League,2010/2011,2-0,2011-01-15 15:00:00,0,2,home
4007,England,West Brom,Blackpool,15.01. 15:00,Premier League,2010/2011,3-2,2011-01-15 15:00:00,2,3,home
4008,England,Wigan,Fulham,15.01. 15:00,Premier League,2010/2011,1-1,2011-01-15 15:00:00,1,1,draw
4009,England,Blackpool,Liverpool,12.01. 20:00,Premier League,2010/2011,2-1,2011-01-12 20:00:00,1,2,home
4010,England,Blackburn,Liverpool,05.01. 20:00,Premier League,2010/2011,3-1,2011-01-05 20:00:00,1,3,home
4011,England,Bolton,Wigan,05.01. 20:00,Premier League,2010/2011,1-1,2011-01-05 20:00:00,1,1,draw
4012,England,Everton,Tottenham,05.01. 20:00,Premier League,2010/2011,2-1,2011-01-05 20:00:00,1,2,home
4013,England,Arsenal,Manchester City,05.01. 19:45,Premier League,2010/2011,0-0,2011-01-05 19:45:00,0,0,draw
4014,England,Aston Villa,Sunderland,05.01. 19:45,Premier League,2010/2011,0-1,2011-01-05 19:45:00,1,0,away
