index,Country,Home,Away,Time,League,Season,Result,DT,Away_points,Home_points,Winner
2447,England,Hull,QPR,21.02. 15:00,Premier League,2014/2015,2-1,2015-02-21 15:00:00,1,2,home
2448,England,Sunderland,West Brom,21.02. 15:00,Premier League,2014/2015,0-0,2015-02-21 15:00:00,0,0,draw
2449,England,Swansea,Manchester Utd,21.02. 15:00,Premier League,2014/2015,2-1,2015-02-21 15:00:00,1,2,home
2450,England,Crystal Palace,Newcastle,11.02. 20:00,Premier League,2014/2015,1-1,2015-02-11 20:00:00,1,1,draw
2451,England,West Brom,Swansea,11.02. 20:00,Premier League,2014/2015,2-0,2015-02-11 20:00:00,0,2,home
2452,England,Chelsea,Everton,11.02. 19:45,Premier League,2014/2015,1-0,2015-02-11 19:45:00,0,1,home
2453,England,Manchester Utd,Burnley,11.02. 19:45,Premier League,2014/2015,3-1,2015-02-11 19:45:00,1,3,home
2454,England,Southampton,West Ham,11.02. 19:45,Premier League,2014/2015,0-0,2015-02-11 19:45:00,0,0,draw
2455,England,Stoke,Manchester City,11.02. 19:45,Premier League,2014/2015,1-4,2015-02-11 19:45:00,4,1,away
2456,England,Liverpool,Tottenham,10.02. 20:00,Premier League,2014/2015,3-2,2015-02-10 20:00:00,2,3,home
2457,England,Arsenal,Leicester,10.02. 19:45,Premier League,2014/2015,2-1,2015-02-10 19:45:00,1,2,home
2458,England,Hull,Aston Villa,10.02. 19:45,Premier League,2014/2015,2-0,2015-02-10 19:45:00,0,2,home
2459,England,Sunderland,QPR,10.02. 19:45,Premier League,2014/2015,0-2,2015-02-10 19:45:00,2,0,away
2460,England,West Ham,Manchester Utd,08.02. 16:15,Premier League,2014/2015,1-1,2015-02-08 16:15:00,1,1,draw
2461,England,Newcastle,Stoke,08.02. 14:05,Premier League,2014/2015,1-1,2015-02-08 14:05:00,1,1,draw
2462,England,Burnley,West Brom,08.02. 12:00,Premier League,2014/2015,2-2,2015-02-08 12:00:00,2,2,draw
2463,England,Everton,Liverpool,07.02. 17:30,Premier League,2014/2015,0-0,2015-02-07 17:30:00,0,0,draw
2464,England,Aston Villa,Chelsea,07.02. 15:00,Premier League,2014/2015,1-2,2015-02-07 15:00:00,2,1,away
2465,England,Leicester,Crystal Palace,07.02. 15:00,Premier League,2014/2015,0-1,2015-02-07 15:00:00,1,0,away
2466,England,Manchester City,Hull,07.02. 15:00,Premier League,2014/2015,1-1,2015-02-07 15:00:00,1,1,draw
2467,England,QPR,Southampton,07.02. 15:00,Premier League,2014/2015,0-1,2015-02-07 15:00:00,1,0,away
2468,England,Swansea,Sunderland,07.02. 15:00,Premier League,2014/2015,1-1,2015-02-07 15:00:00,1,1,draw
2469,England,Tottenham,Arsenal,07.02. 12:45,Premier League,2014/2015,2-1,2015-02-07 12:45:00,1,2,home
2470,England,Southampton,Swansea,01.02. 16:00,Premier League,2014/2015,0-1,2015-02-01 16:00:00,1,0,away
2471,England,Arsenal,Aston Villa,01.02. 13:30,Premier League,2014/2015,5-0,2015-02-01 13:30:00,0,5,home
2472,England,Chelsea,Manchester City,31.01. 17:30,Premier League,2014/2015,1-1,2015-01-31 17:30:00,1,1,draw
2473,England,Crystal Palace,Everton,31.01. 15:00,Premier League,2014/2015,0-1,2015-01-31 15:00:00,1,0,away
2474,England,Liverpool,West Ham,31.01. 15:00,Premier League,2014/2015,2-0,2015-01-31 15:00:00,0,2,home
2475,England,Manchester Utd,Leicester,31.01. 15:00,Premier League,2014/2015,3-1,2015-01-31 15:00:00,1,3,home
2476,England,Stoke,QPR,31.01. 15:00,Premier League,2014/2015,3-1,2015-01-31 15:00:00,1,3,home
2477,England,Sunderland,Burnley,31.01. 15:00,Premier League,2014/2015,2-0,2015-01-31 15:00:00,0,2,home
2478,England,West Brom,Tottenham,31.01. 15:00,Premier League,2014/2015,0-3,2015-01-31 15:00:00,3,0,away
2479,England,Hull,Newcastle,31.01. 12:45,Premier League,2014/2015,0-3,2015-01-31 12:45:00,3,0,away
2480,England,Everton,West Brom,19.01. 20:00,Premier League,2014/2015,0-0,2015-01-19 20:00:00,0,0,draw
2481,England,Manchester City,Arsenal,18.01. 16:00,Premier League,2014/2015,0-2,2015-01-18 16:00:00,2,0,away
2482,England,West Ham,Hull,18.01. 13:30,Premier League,2014/2015,3-0,2015-01-18 13:30:00,0,3,home
2483,England,Newcastle,Southampton,17.01. 17:30,Premier League,2014/2015,1-2,2015-01-17 17:30:00,2,1,away
2484,England,Aston Villa,Liverpool,17.01. 15:00,Premier League,2014/2015,0-2,2015-01-17 15:00:00,2,0,away
2485,England,Burnley,Crystal Palace,17.01. 15:00,Premier League,2014/2015,2-3,2015-01-17 15:00:00,3,2,away
2486,England,Leicester,Stoke,17.01. 15:00,Premier League,2014/2015,0-1,2015-01-17 15:00:00,1,0,away
2487,England,QPR,Manchester Utd,17.01. 15:00,Premier League,2014/2015,0-2,2015-01-17 15:00:00,2,0,away
2488,England,Swansea,Chelsea,17.01. 15:00,Premier League,2014/2015,0-5,2015-01-17 15:00:00,5,0,away
2489,England,Tottenham,Sunderland,17.01. 15:00,Premier League,2014/2015,2-1,2015-01-17 15:00:00,1,2,home
2490,England,Manchester Utd,Southampton,11.01. 16:00,Premier League,2014/2015,0-1,2015-01-11 16:00:00,1,0,away
2491,England,Arsenal,Stoke,11.01. 13:30,Premier League,2014/2015,3-0,2015-01-11 13:30:00,0,3,home
2492,England,Crystal Palace,Tottenham,10.01. 17:30,Premier League,2014/2015,2-1,2015-01-10 17:30:00,1,2,home
2493,England,Burnley,QPR,10.01. 15:00,Premier League,2014/2015,2-1,2015-01-10 15:00:00,1,2,home
2494,England,Chelsea,Newcastle,10.01. 15:00,Premier League,2014/2015,2-0,2015-01-10 15:00:00,0,2,home
2495,England,Everton,Manchester City,10.01. 15:00,Premier League,2014/2015,1-1,2015-01-10 15:00:00,1,1,draw
2496,England,Leicester,Aston Villa,10.01. 15:00,Premier League,2014/2015,1-0,2015-01-10 15:00:00,0,1,home
2497,England,Swansea,West Ham,10.01. 15:00,Premier League,2014/2015,1-1,2015-01-10 15:00:00,1,1,draw
2498,England,West Brom,Hull,10.01. 15:00,Premier League,2014/2015,1-0,2015-01-10 15:00:00,0,1,home
2499,England,Sunderland,Liverpool,10.01. 12:45,Premier League,2014/2015,0-1,2015-01-10 12:45:00,1,0,away
2500,England,Tottenham,Chelsea,01.01. 17:30,Premier League,2014/2015,5-3,2015-01-01 17:30:00,3,5,home
2501,England,Aston Villa,Crystal Palace,01.01. 15:00,Premier League,2014/2015,0-0,2015-01-01 15:00:00,0,0,draw
2502,England,Hull,Everton,01.01. 15:00,Premier League,2014/2015,2-0,2015-01-01 15:00:00,0,2,home
2503,England,Liverpool,Leicester,01.01. 15:00,Premier League,2014/2015,2-2,2015-01-01 15:00:00,2,2,draw
2504,England,Manchester City,Sunderland,01.01. 15:00,Premier League,2014/2015,3-2,2015-01-01 15:00:00,2,3,home
2505,England,Newcastle,Burnley,01.01. 15:00,Premier League,2014/2015,3-3,2015-01-01 15:00:00,3,3,draw
2506,England,QPR,Swansea,01.01. 15:00,Premier League,2014/2015,1-1,2015-01-01 15:00:00,1,1,draw
2507,England,Southampton,Arsenal,01.01. 15:00,Premier League,2014/2015,2-0,2015-01-01 15:00:00,0,2,home
2508,England,West Ham,West Brom,01.01. 15:00,Premier League,2014/2015,1-1,2015-01-01 15:00:00,1,1,draw
2509,England,Stoke,Manchester Utd,01.01. 12:45,Premier League,2014/2015,1-1,2015-01-01 12:45:00,1,1,draw
2510,England,Liverpool,Swansea,29.12. 20:00,Premier League,2014/2015,4-1,2014-12-29 20:00:00,1,4,home
2511,England,Newcastle,Everton,28.12. 16:15,Premier League,2014/2015,3-2,2014-12-28 16:15:00,2,3,home
2512,England,Aston Villa,Sunderland,28.12. 15:00,Premier League,2014/2015,0-0,2014-12-28 15:00:00,0,0,draw
2513,England,Hull,Leicester,28.12. 15:00,Premier League,2014/2015,0-1,2014-12-28 15:00:00,1,0,away
2514,England,Manchester City,Burnley,28.12. 15:00,Premier League,2014/2015,2-2,2014-12-28 15:00:00,2,2,draw
2515,England,QPR,Crystal Palace,28.12. 15:00,Premier League,2014/2015,0-0,2014-12-28 15:00:00,0,0,draw
2516,England,Stoke,West Brom,28.12. 15:00,Premier League,2014/2015,2-0,2014-12-28 15:00:00,0,2,home
2517,England,West Ham,Arsenal,28.12. 15:00,Premier League,2014/2015,1-2,2014-12-28 15:00:00,2,1,away
2518,England,Southampton,Chelsea,28.12. 14:05,Premier League,2014/2015,1-1,2014-12-28 14:05:00,1,1,draw
2519,England,Tottenham,Manchester Utd,28.12. 12:00,Premier League,2014/2015,0-0,2014-12-28 12:00:00,0,0,draw
2520,England,Arsenal,QPR,26.12. 17:30,Premier League,2014/2015,2-1,2014-12-26 17:30:00,1,2,home
2521,England,Burnley,Liverpool,26.12. 15:00,Premier League,2014/2015,0-1,2014-12-26 15:00:00,1,0,away
2522,England,Crystal Palace,Southampton,26.12. 15:00,Premier League,2014/2015,1-3,2014-12-26 15:00:00,3,1,away
2523,England,Everton,Stoke,26.12. 15:00,Premier League,2014/2015,0-1,2014-12-26 15:00:00,1,0,away
2524,England,Leicester,Tottenham,26.12. 15:00,Premier League,2014/2015,1-2,2014-12-26 15:00:00,2,1,away
2525,England,Manchester Utd,Newcastle,26.12. 15:00,Premier League,2014/2015,3-1,2014-12-26 15:00:00,1,3,home
2526,England,Sunderland,Hull,26.12. 15:00,Premier League,2014/2015,1-3,2014-12-26 15:00:00,3,1,away
2527,England,Swansea,Aston Villa,26.12. 15:00,Premier League,2014/2015,1-0,2014-12-26 15:00:00,0,1,home
2528,England,West Brom,Manchester City,26.12. 15:00,Premier League,2014/2015,1-3,2014-12-26 15:00:00,3,1,away
2529,England,Chelsea,West Ham,26.12. 12:45,Premier League,2014/2015,2-0,2014-12-26 12:45:00,0,2,home
2530,England,Stoke,Chelsea,22.12. 20:00,Premier League,2014/2015,0-2,2014-12-22 20:00:00,2,0,away
2531,England,Liverpool,Arsenal,21.12. 16:00,Premier League,2014/2015,2-2,2014-12-21 16:00:00,2,2,draw
2532,England,Newcastle,Sunderland,21.12. 13:30,Premier League,2014/2015,0-1,2014-12-21 13:30:00,1,0,away
2533,England,Aston Villa,Manchester Utd,20.12. 15:00,Premier League,2014/2015,1-1,2014-12-20 15:00:00,1,1,draw
2534,England,Hull,Swansea,20.12. 15:00,Premier League,2014/2015,0-1,2014-12-20 15:00:00,1,0,away
2535,England,QPR,West Brom,20.12. 15:00,Premier League,2014/2015,3-2,2014-12-20 15:00:00,2,3,home
2536,England,Southampton,Everton,20.12. 15:00,Premier League,2014/2015,3-0,2014-12-20 15:00:00,0,3,home
2537,England,Tottenham,Burnley,20.12. 15:00,Premier League,2014/2015,2-1,2014-12-20 15:00:00,1,2,home
2538,England,West Ham,Leicester,20.12. 15:00,Premier League,2014/2015,2-0,2014-12-20 15:00:00,0,2,home
2539,England,Manchester City,Crystal Palace,20.12. 12:45,Premier League,2014/2015,3-0,2014-12-20 12:45:00,0,3,home
2540,England,Everton,QPR,15.12. 20:00,Premier League,2014/2015,3-1,2014-12-15 20:00:00,1,3,home
2541,England,Swansea,Tottenham,14.12. 16:00,Premier League,2014/2015,1-2,2014-12-14 16:00:00,2,1,away
2542,England,Manchester Utd,Liverpool,14.12. 13:30,Premier League,2014/2015,3-0,2014-12-14 13:30:00,0,3,home
2543,England,Arsenal,Newcastle,13.12. 17:30,Premier League,2014/2015,4-1,2014-12-13 17:30:00,1,4,home
2544,England,Burnley,Southampton,13.12. 15:00,Premier League,2014/2015,1-0,2014-12-13 15:00:00,0,1,home
2545,England,Chelsea,Hull,13.12. 15:00,Premier League,2014/2015,2-0,2014-12-13 15:00:00,0,2,home
2546,England,Crystal Palace,Stoke,13.12. 15:00,Premier League,2014/2015,1-1,2014-12-13 15:00:00,1,1,draw
2547,England,Leicester,Manchester City,13.12. 15:00,Premier League,2014/2015,0-1,2014-12-13 15:00:00,1,0,away
2548,England,Sunderland,West Ham,13.12. 15:00,Premier League,2014/2015,1-1,2014-12-13 15:00:00,1,1,draw
2549,England,West Brom,Aston Villa,13.12. 15:00,Premier League,2014/2015,1-0,2014-12-13 15:00:00,0,1,home
2550,England,Southampton,Manchester Utd,08.12. 20:00,Premier League,2014/2015,1-2,2014-12-08 20:00:00,2,1,away
2551,England,Aston Villa,Leicester,07.12. 16:00,Premier League,2014/2015,2-1,2014-12-07 16:00:00,1,2,home
2552,England,West Ham,Swansea,07.12. 13:30,Premier League,2014/2015,3-1,2014-12-07 13:30:00,1,3,home
2553,England,Manchester City,Everton,06.12. 17:30,Premier League,2014/2015,1-0,2014-12-06 17:30:00,0,1,home
2554,England,Hull,West Brom,06.12. 15:00,Premier League,2014/2015,0-0,2014-12-06 15:00:00,0,0,draw
2555,England,Liverpool,Sunderland,06.12. 15:00,Premier League,2014/2015,0-0,2014-12-06 15:00:00,0,0,draw
2556,England,QPR,Burnley,06.12. 15:00,Premier League,2014/2015,2-0,2014-12-06 15:00:00,0,2,home
2557,England,Stoke,Arsenal,06.12. 15:00,Premier League,2014/2015,3-2,2014-12-06 15:00:00,2,3,home
2558,England,Tottenham,Crystal Palace,06.12. 15:00,Premier League,2014/2015,0-0,2014-12-06 15:00:00,0,0,draw
2559,England,Newcastle,Chelsea,06.12. 12:45,Premier League,2014/2015,2-1,2014-12-06 12:45:00,1,2,home
2560,England,Arsenal,Southampton,03.12. 19:45,Premier League,2014/2015,1-0,2014-12-03 19:45:00,0,1,home
2561,England,Chelsea,Tottenham,03.12. 19:45,Premier League,2014/2015,3-0,2014-12-03 19:45:00,0,3,home
2562,England,Everton,Hull,03.12. 19:45,Premier League,2014/2015,1-1,2014-12-03 19:45:00,1,1,draw
2563,England,Sunderland,Manchester City,03.12. 19:45,Premier League,2014/2015,1-4,2014-12-03 19:45:00,4,1,away
2564,England,Crystal Palace,Aston Villa,02.12. 20:00,Premier League,2014/2015,0-1,2014-12-02 20:00:00,1,0,away
2565,England,West Brom,West Ham,02.12. 20:00,Premier League,2014/2015,1-2,2014-12-02 20:00:00,2,1,away
2566,England,Burnley,Newcastle,02.12. 19:45,Premier League,2014/2015,1-1,2014-12-02 19:45:00,1,1,draw
2567,England,Leicester,Liverpool,02.12. 19:45,Premier League,2014/2015,1-3,2014-12-02 19:45:00,3,1,away
2568,England,Manchester Utd,Stoke,02.12. 19:45,Premier League,2014/2015,2-1,2014-12-02 19:45:00,1,2,home
2569,England,Swansea,QPR,02.12. 19:45,Premier League,2014/2015,2-0,2014-12-02 19:45:00,0,2,home
2570,England,Tottenham,Everton,30.11. 16:00,Premier League,2014/2015,2-1,2014-11-30 16:00:00,1,2,home
2571,England,Southampton,Manchester City,30.11. 13:30,Premier League,2014/2015,0-3,2014-11-30 13:30:00,3,0,away
2572,England,Sunderland,Chelsea,29.11. 17:30,Premier League,2014/2015,0-0,2014-11-29 17:30:00,0,0,draw
2573,England,Burnley,Aston Villa,29.11. 15:00,Premier League,2014/2015,1-1,2014-11-29 15:00:00,1,1,draw
2574,England,Liverpool,Stoke,29.11. 15:00,Premier League,2014/2015,1-0,2014-11-29 15:00:00,0,1,home
2575,England,Manchester Utd,Hull,29.11. 15:00,Premier League,2014/2015,3-0,2014-11-29 15:00:00,0,3,home
2576,England,QPR,Leicester,29.11. 15:00,Premier League,2014/2015,3-2,2014-11-29 15:00:00,2,3,home
2577,England,Swansea,Crystal Palace,29.11. 15:00,Premier League,2014/2015,1-1,2014-11-29 15:00:00,1,1,draw
2578,England,West Ham,Newcastle,29.11. 15:00,Premier League,2014/2015,1-0,2014-11-29 15:00:00,0,1,home
2579,England,West Brom,Arsenal,29.11. 12:45,Premier League,2014/2015,0-1,2014-11-29 12:45:00,1,0,away
2580,England,Aston Villa,Southampton,24.11. 20:00,Premier League,2014/2015,1-1,2014-11-24 20:00:00,1,1,draw
2581,England,Hull,Tottenham,23.11. 16:00,Premier League,2014/2015,1-2,2014-11-23 16:00:00,2,1,away
2582,England,Crystal Palace,Liverpool,23.11. 13:30,Premier League,2014/2015,3-1,2014-11-23 13:30:00,1,3,home
2583,England,Arsenal,Manchester Utd,22.11. 17:30,Premier League,2014/2015,1-2,2014-11-22 17:30:00,2,1,away
2584,England,Chelsea,West Brom,22.11. 15:00,Premier League,2014/2015,2-0,2014-11-22 15:00:00,0,2,home
2585,England,Everton,West Ham,22.11. 15:00,Premier League,2014/2015,2-1,2014-11-22 15:00:00,1,2,home
2586,England,Leicester,Sunderland,22.11. 15:00,Premier League,2014/2015,0-0,2014-11-22 15:00:00,0,0,draw
2587,England,Manchester City,Swansea,22.11. 15:00,Premier League,2014/2015,2-1,2014-11-22 15:00:00,1,2,home
2588,England,Newcastle,QPR,22.11. 15:00,Premier League,2014/2015,1-0,2014-11-22 15:00:00,0,1,home
2589,England,Stoke,Burnley,22.11. 15:00,Premier League,2014/2015,1-2,2014-11-22 15:00:00,2,1,away
2590,England,Swansea,Arsenal,09.11. 16:00,Premier League,2014/2015,2-1,2014-11-09 16:00:00,1,2,home
2591,England,Sunderland,Everton,09.11. 13:30,Premier League,2014/2015,1-1,2014-11-09 13:30:00,1,1,draw
2592,England,Tottenham,Stoke,09.11. 13:30,Premier League,2014/2015,1-2,2014-11-09 13:30:00,2,1,away
2593,England,West Brom,Newcastle,09.11. 13:30,Premier League,2014/2015,0-2,2014-11-09 13:30:00,2,0,away
2594,England,QPR,Manchester City,08.11. 17:30,Premier League,2014/2015,2-2,2014-11-08 17:30:00,2,2,draw
2595,England,Burnley,Hull,08.11. 15:00,Premier League,2014/2015,1-0,2014-11-08 15:00:00,0,1,home
2596,England,Manchester Utd,Crystal Palace,08.11. 15:00,Premier League,2014/2015,1-0,2014-11-08 15:00:00,0,1,home
2597,England,Southampton,Leicester,08.11. 15:00,Premier League,2014/2015,2-0,2014-11-08 15:00:00,0,2,home
2598,England,West Ham,Aston Villa,08.11. 15:00,Premier League,2014/2015,0-0,2014-11-08 15:00:00,0,0,draw
2599,England,Liverpool,Chelsea,08.11. 12:45,Premier League,2014/2015,1-2,2014-11-08 12:45:00,2,1,away
2600,England,Crystal Palace,Sunderland,03.11. 20:00,Premier League,2014/2015,1-3,2014-11-03 20:00:00,3,1,away
2601,England,Aston Villa,Tottenham,02.11. 16:00,Premier League,2014/2015,1-2,2014-11-02 16:00:00,2,1,away
2602,England,Manchester City,Manchester Utd,02.11. 13:30,Premier League,2014/2015,1-0,2014-11-02 13:30:00,0,1,home
2603,England,Arsenal,Burnley,01.11. 15:00,Premier League,2014/2015,3-0,2014-11-01 15:00:00,0,3,home
2604,England,Chelsea,QPR,01.11. 15:00,Premier League,2014/2015,2-1,2014-11-01 15:00:00,1,2,home
2605,England,Everton,Swansea,01.11. 15:00,Premier League,2014/2015,0-0,2014-11-01 15:00:00,0,0,draw
2606,England,Hull,Southampton,01.11. 15:00,Premier League,2014/2015,0-1,2014-11-01 15:00:00,1,0,away
2607,England,Leicester,West Brom,01.11. 15:00,Premier League,2014/2015,0-1,2014-11-01 15:00:00,1,0,away
2608,England,Stoke,West Ham,01.11. 15:00,Premier League,2014/2015,2-2,2014-11-01 15:00:00,2,2,draw
2609,England,Newcastle,Liverpool,01.11. 12:45,Premier League,2014/2015,1-0,2014-11-01 12:45:00,0,1,home
2610,England,QPR,Aston Villa,27.10. 20:00,Premier League,2014/2015,2-0,2014-10-27 20:00:00,0,2,home
2611,England,Manchester Utd,Chelsea,26.10. 16:00,Premier League,2014/2015,1-1,2014-10-26 16:00:00,1,1,draw
2612,England,Burnley,Everton,26.10. 13:30,Premier League,2014/2015,1-3,2014-10-26 13:30:00,3,1,away
2613,England,Tottenham,Newcastle,26.10. 13:30,Premier League,2014/2015,1-2,2014-10-26 13:30:00,2,1,away
2614,England,Swansea,Leicester,25.10. 16:30,Premier League,2014/2015,2-0,2014-10-25 16:30:00,0,2,home
2615,England,Liverpool,Hull,25.10. 14:00,Premier League,2014/2015,0-0,2014-10-25 14:00:00,0,0,draw
2616,England,Southampton,Stoke,25.10. 14:00,Premier League,2014/2015,1-0,2014-10-25 14:00:00,0,1,home
2617,England,Sunderland,Arsenal,25.10. 14:00,Premier League,2014/2015,0-2,2014-10-25 14:00:00,2,0,away
2618,England,West Brom,Crystal Palace,25.10. 14:00,Premier League,2014/2015,2-2,2014-10-25 14:00:00,2,2,draw
2619,England,West Ham,Manchester City,25.10. 11:45,Premier League,2014/2015,2-1,2014-10-25 11:45:00,1,2,home
2620,England,West Brom,Manchester Utd,20.10. 19:00,Premier League,2014/2015,2-2,2014-10-20 19:00:00,2,2,draw
2621,England,Stoke,Swansea,19.10. 15:00,Premier League,2014/2015,2-1,2014-10-19 15:00:00,1,2,home
2622,England,QPR,Liverpool,19.10. 12:30,Premier League,2014/2015,2-3,2014-10-19 12:30:00,3,2,away
2623,England,Arsenal,Hull,18.10. 14:00,Premier League,2014/2015,2-2,2014-10-18 14:00:00,2,2,draw
2624,England,Burnley,West Ham,18.10. 14:00,Premier League,2014/2015,1-3,2014-10-18 14:00:00,3,1,away
2625,England,Crystal Palace,Chelsea,18.10. 14:00,Premier League,2014/2015,1-2,2014-10-18 14:00:00,2,1,away
2626,England,Everton,Aston Villa,18.10. 14:00,Premier League,2014/2015,3-0,2014-10-18 14:00:00,0,3,home
2627,England,Newcastle,Leicester,18.10. 14:00,Premier League,2014/2015,1-0,2014-10-18 14:00:00,0,1,home
2628,England,Southampton,Sunderland,18.10. 14:00,Premier League,2014/2015,8-0,2014-10-18 14:00:00,0,8,home
2629,England,Manchester City,Tottenham,18.10. 11:45,Premier League,2014/2015,4-1,2014-10-18 11:45:00,1,4,home
2630,England,West Ham,QPR,05.10. 15:15,Premier League,2014/2015,2-0,2014-10-05 15:15:00,0,2,home
2631,England,Chelsea,Arsenal,05.10. 13:05,Premier League,2014/2015,2-0,2014-10-05 13:05:00,0,2,home
2632,England,Tottenham,Southampton,05.10. 13:05,Premier League,2014/2015,1-0,2014-10-05 13:05:00,0,1,home
2633,England,Manchester Utd,Everton,05.10. 11:00,Premier League,2014/2015,2-1,2014-10-05 11:00:00,1,2,home
2634,England,Aston Villa,Manchester City,04.10. 16:30,Premier League,2014/2015,0-2,2014-10-04 16:30:00,2,0,away
2635,England,Hull,Crystal Palace,04.10. 14:00,Premier League,2014/2015,2-0,2014-10-04 14:00:00,0,2,home
2636,England,Leicester,Burnley,04.10. 14:00,Premier League,2014/2015,2-2,2014-10-04 14:00:00,2,2,draw
2637,England,Liverpool,West Brom,04.10. 14:00,Premier League,2014/2015,2-1,2014-10-04 14:00:00,1,2,home
2638,England,Sunderland,Stoke,04.10. 14:00,Premier League,2014/2015,3-1,2014-10-04 14:00:00,1,3,home
2639,England,Swansea,Newcastle,04.10. 14:00,Premier League,2014/2015,2-2,2014-10-04 14:00:00,2,2,draw
2640,England,Stoke,Newcastle,29.09. 19:00,Premier League,2014/2015,1-0,2014-09-29 19:00:00,0,1,home
2641,England,West Brom,Burnley,28.09. 15:00,Premier League,2014/2015,4-0,2014-09-28 15:00:00,0,4,home
2642,England,Arsenal,Tottenham,27.09. 16:30,Premier League,2014/2015,1-1,2014-09-27 16:30:00,1,1,draw
2643,England,Chelsea,Aston Villa,27.09. 14:00,Premier League,2014/2015,3-0,2014-09-27 14:00:00,0,3,home
2644,England,Crystal Palace,Leicester,27.09. 14:00,Premier League,2014/2015,2-0,2014-09-27 14:00:00,0,2,home
2645,England,Hull,Manchester City,27.09. 14:00,Premier League,2014/2015,2-4,2014-09-27 14:00:00,4,2,away
2646,England,Manchester Utd,West Ham,27.09. 14:00,Premier League,2014/2015,2-1,2014-09-27 14:00:00,1,2,home
2647,England,Southampton,QPR,27.09. 14:00,Premier League,2014/2015,2-1,2014-09-27 14:00:00,1,2,home
2648,England,Sunderland,Swansea,27.09. 14:00,Premier League,2014/2015,0-0,2014-09-27 14:00:00,0,0,draw
2649,England,Liverpool,Everton,27.09. 11:45,Premier League,2014/2015,1-1,2014-09-27 11:45:00,1,1,draw
2650,England,Everton,Crystal Palace,21.09. 15:00,Premier League,2014/2015,2-3,2014-09-21 15:00:00,3,2,away
2651,England,Manchester City,Chelsea,21.09. 15:00,Premier League,2014/2015,1-1,2014-09-21 15:00:00,1,1,draw
2652,England,Leicester,Manchester Utd,21.09. 12:30,Premier League,2014/2015,5-3,2014-09-21 12:30:00,3,5,home
2653,England,Tottenham,West Brom,21.09. 12:30,Premier League,2014/2015,0-1,2014-09-21 12:30:00,1,0,away
2654,England,West Ham,Liverpool,20.09. 16:30,Premier League,2014/2015,3-1,2014-09-20 16:30:00,1,3,home
2655,England,Aston Villa,Arsenal,20.09. 14:00,Premier League,2014/2015,0-3,2014-09-20 14:00:00,3,0,away
2656,England,Burnley,Sunderland,20.09. 14:00,Premier League,2014/2015,0-0,2014-09-20 14:00:00,0,0,draw
2657,England,Newcastle,Hull,20.09. 14:00,Premier League,2014/2015,2-2,2014-09-20 14:00:00,2,2,draw
2658,England,Swansea,Southampton,20.09. 14:00,Premier League,2014/2015,0-1,2014-09-20 14:00:00,1,0,away
2659,England,QPR,Stoke,20.09. 11:45,Premier League,2014/2015,2-2,2014-09-20 11:45:00,2,2,draw
2660,England,Hull,West Ham,15.09. 19:00,Premier League,2014/2015,2-2,2014-09-15 19:00:00,2,2,draw
2661,England,Manchester Utd,QPR,14.09. 15:00,Premier League,2014/2015,4-0,2014-09-14 15:00:00,0,4,home
2662,England,Liverpool,Aston Villa,13.09. 16:30,Premier League,2014/2015,0-1,2014-09-13 16:30:00,1,0,away
2663,England,Chelsea,Swansea,13.09. 14:00,Premier League,2014/2015,4-2,2014-09-13 14:00:00,2,4,home
2664,England,Crystal Palace,Burnley,13.09. 14:00,Premier League,2014/2015,0-0,2014-09-13 14:00:00,0,0,draw
2665,England,Southampton,Newcastle,13.09. 14:00,Premier League,2014/2015,4-0,2014-09-13 14:00:00,0,4,home
2666,England,Stoke,Leicester,13.09. 14:00,Premier League,2014/2015,0-1,2014-09-13 14:00:00,1,0,away
2667,England,Sunderland,Tottenham,13.09. 14:00,Premier League,2014/2015,2-2,2014-09-13 14:00:00,2,2,draw
2668,England,West Brom,Everton,13.09. 14:00,Premier League,2014/2015,0-2,2014-09-13 14:00:00,2,0,away
2669,England,Arsenal,Manchester City,13.09. 11:45,Premier League,2014/2015,2-2,2014-09-13 11:45:00,2,2,draw
2670,England,Leicester,Arsenal,31.08. 15:00,Premier League,2014/2015,1-1,2014-08-31 15:00:00,1,1,draw
2671,England,Aston Villa,Hull,31.08. 12:30,Premier League,2014/2015,2-1,2014-08-31 12:30:00,1,2,home
2672,England,Tottenham,Liverpool,31.08. 12:30,Premier League,2014/2015,0-3,2014-08-31 12:30:00,3,0,away
2673,England,Everton,Chelsea,30.08. 16:30,Premier League,2014/2015,3-6,2014-08-30 16:30:00,6,3,away
2674,England,Manchester City,Stoke,30.08. 14:00,Premier League,2014/2015,0-1,2014-08-30 14:00:00,1,0,away
2675,England,Newcastle,Crystal Palace,30.08. 14:00,Premier League,2014/2015,3-3,2014-08-30 14:00:00,3,3,draw
2676,England,QPR,Sunderland,30.08. 14:00,Premier League,2014/2015,1-0,2014-08-30 14:00:00,0,1,home
2677,England,Swansea,West Brom,30.08. 14:00,Premier League,2014/2015,3-0,2014-08-30 14:00:00,0,3,home
2678,England,West Ham,Southampton,30.08. 14:00,Premier League,2014/2015,1-3,2014-08-30 14:00:00,3,1,away
2679,England,Burnley,Manchester Utd,30.08. 11:45,Premier League,2014/2015,0-0,2014-08-30 11:45:00,0,0,draw
2680,England,Manchester City,Liverpool,25.08. 19:00,Premier League,2014/2015,3-1,2014-08-25 19:00:00,1,3,home
